goodreads_book_id,authors,original_publication_year,original_title,average_rating,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
29056083,"John Tiffany, Jack Thorne, J.K. Rowling",2016.0,"Harry Potter and the Cursed Child, Parts One and Two",3.75,15828,35842,96395,133156,116552
11614718,Lauren Oliver,2011.0,Delirium,3.99,8868,21223,68789,117580,135938
32499,John Grisham,1992.0,The Pelican Brief,3.95,2362,12423,73587,116438,91358
17061,Neil Gaiman,2002.0,Coraline,4.03,7078,15010,67188,126167,128187
12067,"Terry Pratchett, Neil Gaiman",1990.0,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",4.25,4991,10988,44804,101159,164431
70401,Jack Kerouac,1955.0,On the Road,3.64,13769,31221,70104,88569,74221
16181775,Graeme Simsion,2013.0,The Rosie Project,4.01,4544,11558,57792,133951,97664
3063499,Nicholas Sparks,2008.0,The Lucky One,4.1,3661,11792,54208,94613,117049
2122,"Ayn Rand, Leonard Peikoff",1943.0,The Fountainhead,3.85,18158,18720,44131,76424,97543
19691,Tom Clancy,1984.0,The Hunt for Red October,4.01,9470,13707,49906,95296,109876
76620,Richard Adams,1972.0,Watership Down,4.05,9158,15767,52906,102093,128449
10335308,Mindy Kaling,2011.0,Is Everyone Hanging Out Without Me? (And Other Concerns),3.84,6438,18856,81229,117248,89160
3591262,Abraham Verghese,2009.0,Cutting for Stone,4.28,4586,9249,32671,91293,143280
140225,"C.S. Lewis, Pauline Baynes",1951.0,The Voyage of the Dawn Treader,4.08,2658,12490,69089,112121,128906
295,Robert Louis Stevenson,1882.0,Treasure Island,3.82,5349,19127,86487,114968,84584
9520360,Rick Riordan,2011.0,The Son of Neptune ,4.44,1773,4666,30788,93611,185962
10644930,Stephen King,2011.0,11/22/63,4.29,2927,7649,35500,109392,147589
4948,Eric Carle,1969.0,The Very Hungry Caterpillar,4.29,5801,11214,43549,73389,170575
135479,Kurt Vonnegut Jr.,1963.0,Cat's Cradle,4.18,2701,8491,43680,102441,116840
2493,"H.G. Wells, Greg Bear, Carlo Pagetti",1895.0,The Time Machine,3.87,3570,16119,81773,118129,84139
7933292,"Todd Burpo, Lynn Vincent",2010.0,,4.01,9291,15024,44510,68399,105794
39999,John Boyne,2006.0,The Boy in the Striped Pyjamas,4.1,5297,13562,54987,121193,130362
4900,Joseph Conrad,1899.0,Heart of Darkness,3.42,25591,42946,84433,88608,66813
7812659,Nicholas Sparks,2010.0,Safe Haven,4.19,3010,9496,45461,91240,125767
52529,Rhonda Byrne,2006.0,The Secret,3.62,23328,26321,55785,61698,83813
227711,Wally Lamb,1998.0,I Know This Much Is True ,4.17,4430,9972,39899,86909,116398
10583,Stephen King,1983.0,Pet Sematary,3.91,4584,17315,73475,102744,95635
5203,Wally Lamb,1992.0,She's Come Undone,3.84,10224,20064,59412,91423,87801
1215032,Patrick Rothfuss,2011.0,The Wise Man's Fear,4.57,1486,4018,17932,66415,192498
33724,Sophie Kinsella,2003.0,Can You Keep a Secret?,3.83,8003,19319,76244,101810,88425
6752378,Cassandra Clare,2011.0,City of Fallen Angels,4.16,4306,16000,64499,120426,167936
14748,Jennifer Weiner,2001.0,Good in Bed,3.7,12137,20336,66587,84488,68757
3412,Colleen McCullough,1977.0,The Thorn Birds,4.22,2889,9117,42299,85531,126990
2213661,"Neil Gaiman, Dave McKean",2008.0,The Graveyard Book,4.12,5515,12566,53668,120830,132872
13158800,M.L. Stedman,2012.0,The Light Between Oceans,4.0,3432,11985,56557,124430,92030
28194,"Cornelia Funke, Anthea Bell",2003.0,Tintenherz,3.86,8524,22966,71494,98625,99805
4894,"Spencer Johnson, Kenneth H. Blanchard",1998.0,Who Moved My Cheese?,3.74,12161,23384,61934,77196,78459
9791,Bill Bryson,1997.0,A Walk in the Woods,4.05,3553,10293,50487,104690,95426
13214,Maya Angelou,1969.0,I Know Why the Caged Bird Sings,4.19,4969,9937,42472,95531,131539
15818107,Christina Baker Kline,2013.0,Orphan Train,4.14,1703,6769,42434,116003,97059
8755776,Cassandra Clare,2012.0,City of Lost Souls,4.3,3341,10329,43333,97947,172919
13526165,Maria Semple,2012.0,"Where'd You Go, Bernadette",3.9,4080,13047,59489,119361,72176
10365,Wilson Rawls,1961.0,Where the Red Fern Grows,4.04,6585,15232,53560,89699,115103
14497,Neil Gaiman,1996.0,Neverwhere,4.18,3126,9628,46996,113506,128484
9717,"Milan Kundera, Michael Henry Heim",1984.0,Nesnesitelná lehkost bytí,4.08,4894,12964,42199,84519,103404
16068905,Rainbow Rowell,2013.0,,4.12,8626,16973,60097,121431,164603
4473,John Irving,1989.0,A Prayer for Owen Meany,4.22,4679,9761,33669,76223,122120
32234,Janet Fitch,1999.0,White Oleander,3.93,3765,13598,60133,94893,81887
9275658,Marie Lu,2011.0,Legend,4.19,5069,11608,48677,106122,146996
14866,Jodi Picoult,2007.0,Nineteen Minutes,4.1,2852,9629,46237,94104,98871
2318271,"Randy Pausch, Jeffrey Zaslow",2008.0,The Last Lecture,4.25,3004,8851,35547,76621,124120
228665,Robert Jordan,1990.0,The Eye of the World,4.18,6163,11298,38946,88024,128552
10916,Jodi Picoult,1998.0,The Pact,4.0,3586,11789,50494,85430,84060
65605,C.S. Lewis,1953.0,The magician's nephew,4.01,3168,14602,69051,105375,111374
2153405,Lisa Genova,2007.0,Still Alice,4.3,1178,4249,28642,96615,114387
13596809,Sylvia Day,2012.0,Reflected in You,4.33,2923,8651,33911,74587,147536
6689,"Roald Dahl, Quentin Blake",1961.0,James and the Giant Peach,3.99,4235,13199,65762,104078,102463
13137,James Patterson,2001.0,1st To Die,4.05,4464,10087,48616,83796,95465
13,Douglas Adams,1996.0,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,4.37,2657,6328,26431,66655,136349
6280118,David Nicholls,2009.0,One Day,3.77,8632,21291,59874,86793,70462
32929,"Margaret Wise Brown, Clement Hurd",1947.0,,4.27,4998,10298,37146,59629,140607
7747374,Pittacus Lore,2010.0,I Am Number Four,3.94,6538,17766,58268,90409,97214
1371,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",-750.0,Ἰλιάς,3.83,7701,20845,68844,89384,86791
13497818,J.K. Rowling,2012.0,The Casual Vacancy,3.28,24583,38326,74611,75741,41200
24192,John Grisham,1996.0,The Runaway Jury,3.96,1613,8950,56426,90284,69588
4138,David Sedaris,1997.0,Naked,4.08,2631,7051,37023,81934,76127
45978,Christopher Paolini,2005.0,Eldest,3.96,5483,16680,58948,95907,97041
236093,"L. Frank Baum, W.W. Denslow",1900.0,The Wonderful Wizard of Oz,3.98,4197,13653,65910,95948,99692
121749,C.S. Lewis,1951.0,Prince Caspian: The Return to Narnia,3.96,2399,12145,68026,101461,89038
16143347,E. Lockhart,2014.0,We Were Liars,3.85,9074,22616,68468,102385,96237
11590,Stephen King,1975.0,Salem's Lot,3.99,2713,11724,57171,89196,85556
7745,"Hunter S. Thompson, Ralph Steadman",1971.0,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,4.08,4730,11381,42362,84094,99573
10025305,Cassandra Clare,2011.0,Clockwork Prince,4.46,3420,6235,29508,85633,203223
20910157,Amy Poehler,2014.0,Yes Please,3.81,8886,19000,69227,96483,80627
12996,William Shakespeare,1603.0,"The Tragedy of Othello, The Moor of Venice",3.88,4281,16576,64922,92076,78902
6149,Toni Morrison,1987.0,Beloved,3.77,12441,21409,53863,79915,77470
3236307,Kristin Cashore,2008.0,Graceling,4.1,6773,13946,48894,99939,127078
78411,"Lemony Snicket, Brett Helquist",1999.0,The Bad Beginning,3.89,6701,18612,70767,102585,96359
355697,"Erich Maria Remarque, A.W. Wheen",1929.0,Im Westen nichts Neues,3.92,7646,17740,55908,90874,93621
191139,Dr. Seuss,1990.0,"Oh, the Places You'll Go!",4.34,3615,8150,33869,63795,150573
16115612,Khaled Hosseini,2012.0,And The Mountains Echoed,4.03,2049,9146,45985,93953,77983
7082,"Philip K. Dick, Roger Zelazny",1968.0,Do Androids Dream of Electric Sheep?,4.08,2097,8453,45683,100794,87981
18254,"Charles Dickens, George Cruikshank, Philip Horne",1838.0,Oliver Twist,3.85,4766,15425,65342,96135,71495
11149,C.S. Lewis,1942.0,A Grief Observed,4.21,4524,8925,34444,75279,114997
6936382,Stephanie Perkins,2010.0,Anna and the French Kiss,4.08,10602,14781,46011,84323,129627
113946,Dr. Seuss,1957.0,How the Grinch Stole Christmas!,4.36,3438,7227,32673,63395,149394
5805,"Alan Moore, David   Lloyd",1990.0,V for Vendetta,4.25,3564,6593,29496,73094,107893
2203,David McCullough,2001.0,John Adams,4.05,11255,10372,30772,70601,97127
14995,Dean Koontz,2003.0,Odd Thomas,3.94,10963,12869,39433,65984,84646
119324,Philip Pullman,1997.0,The Subtle Knife,4.1,3905,11486,47802,96998,110594
22232,Jerry Spinelli,2000.0,Stargirl,3.74,9710,22399,62918,76059,74229
7090447,Rick Riordan,2010.0,The Red Pyramid,4.06,4565,12571,46486,78216,101051
350,Robert A. Heinlein,1961.0,Stranger in a Strange Land,3.91,10416,16204,45343,69937,87322
10176,David Sedaris,2004.0,Dress Your Family in Corduroy and Denim,4.08,2483,6620,37230,82749,75165
6319,"Roald Dahl, Quentin Blake",1982.0,The BFG,4.22,2987,7906,42480,86105,124891
21,Bill Bryson,2003.0,A Short History of Nearly Everything,4.19,3514,7196,29992,71534,94131
1852,Jack London,1903.0,The Call of the Wild,3.83,6366,16636,62853,90382,72558
7864437,James Dashner,2011.0,The Death Cure,3.77,6731,23270,68067,84128,74988
16793,Neil Gaiman,1999.0,Stardust,4.07,2959,10183,52599,109208,102235
33917,Jhumpa Lahiri,2003.0,The Namesake,3.96,1926,8889,42552,81043,58493
8667848,Deborah Harkness,2011.0,A Discovery of Witches,3.99,9304,16503,43523,79322,101083
11297,"Haruki Murakami, Jay Rubin",1987.0,ノルウェイの森 [Noruwei no Mori],4.02,2927,10416,41293,87041,76140
5168,Billie Letts,1995.0,Where the Heart Is,4.0,2053,8967,48023,79147,72178
6567017,"John Green, David Levithan",2010.0,"Will Grayson, Will Grayson",3.84,8039,18868,60009,87132,80257
1241,James Frey,2003.0,A Million Little Pieces,3.62,9619,18950,51504,63727,46131
2282133,Richelle Mead,2008.0,Frostbite,4.3,2851,7224,36392,84199,139399
8520610,Susan Cain,2012.0,Quiet: The Power of Introverts in a World that Can't Stop Talking,4.04,5116,10093,39869,82757,83894
233818,Scott O'Dell,1960.0,Island of the Blue Dolphins,3.8,8175,19308,61975,80520,75990
17250,"Arthur Miller, Christopher Bigsby",1953.0,The Crucible,3.55,9010,29173,80661,83304,51094
50,Gary Paulsen,1986.0,Hatchet,3.68,12070,22390,59179,73180,65144
68428,Brandon Sanderson,2006.0,Mistborn : The Final Empire,4.43,1783,4008,20554,76611,136037
51496,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886.0,The Strange Case of Dr Jekyll and Mr Hyde,3.79,2939,16110,76470,100514,63619
7784,Dr. Seuss,1971.0,The Lorax,4.35,3193,6884,29815,57259,133212
389627,Jeff Kinney,2004.0,Greg Heffley's Journal,3.96,10196,18564,53471,69722,111316
7896527,Sarah J. Maas,2012.0,Throne of Glass,4.24,8471,12115,41710,96202,169367
2802316,Richelle Mead,2008.0,Shadow Kiss,4.37,2876,6532,32789,78293,158473
46170,Ernest Hemingway,1940.0,For Whom the Bell Tolls,3.95,4578,11772,43122,75680,71067
3367956,Jamie Ford,2009.0,Hotel on the Corner of Bitter and Sweet,3.98,2345,9368,44408,88468,66747
343,"Patrick Süskind, John E. Woods",1985.0,Das Parfum. Die Geschichte eines Mörders,4.0,5659,12862,41804,78658,83771
1097,Eric Schlosser,2001.0,Fast Food Nation : The Dark Side of the All-American Meal ,3.73,7881,12314,47602,69009,46555
3950967,J.K. Rowling,2007.0,The Tales of Beedle the Bard,4.06,3019,15025,69367,103350,128346
22328,William Gibson,1984.0,Neuromancer,3.88,9313,14728,40328,65376,72672
10799,Ernest Hemingway,1929.0,A Farewell to Arms,3.79,6224,16181,50604,77096,57418
391729,Edgar Allan Poe,1843.0,The Tell-Tale Heart,4.15,2456,6438,33803,70786,84153
10534,"Sun Tzu, Thomas Cleary",-500.0,孫子兵法 [Sūnzi bīngfǎ],3.95,2930,11589,48265,70644,70520
11367726,William Landay,2012.0,Defending Jacob,3.97,2777,8608,42024,87107,61550
4980,Kurt Vonnegut Jr.,1973.0,Breakfast of Champions,4.08,2137,7189,34421,72558,70872
627206,Betty Edwards,1979.0,Drawing on the Right Side of the Brain,3.84,16846,16544,44024,56358,90678
5826,Ann Patchett,2001.0,Bel Canto,3.92,4523,13395,43193,71190,67955
1842,Jared Diamond,1997.0,"Guns, Germs, and Steel: The Fates of Human Societies",4.0,4352,9752,35299,68549,67491
9375,Fannie Flagg,1987.0,Fried Green Tomatoes at the Whistle Stop Cafe,4.26,1259,4353,31358,79626,99690
37781,Chinua Achebe,1958.0,Things Fall Apart,3.61,9494,22041,59144,74584,48097
33722,Sophie Kinsella,2005.0,The Undomestic Goddess,3.82,4985,13344,56048,75290,59694
567795,Gary Chapman,1990.0,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,4.23,2672,6275,29306,63108,94077
7190,Alexandre Dumas,1844.0,Les Trois Mousquetaires,4.06,2176,8195,46090,83254,81766
6948436,Chris Cleave,2008.0,The Other Hand,3.7,5111,16849,54949,77107,43937
3975774,Alyson Noel,2009.0,Evermore,3.59,16941,29301,59174,59075,71213
6327,"Roald Dahl, Quentin Blake",1983.0,The Witches,4.17,3156,7583,40191,79598,103617
40440,Diane Setterfield,2006.0,The Thirteenth Tale,3.95,4510,12847,49274,85569,76402
6479259,Richelle Mead,2010.0,Spirit Bound,4.37,2755,5907,26981,66097,133336
5996153,Richelle Mead,2009.0,Blood Promise,4.35,2186,6182,30711,70250,135047
3478,Nicholas Sparks,1998.0,Message in a Bottle,3.95,4500,11979,44190,59999,71333
8683812,Paula McLain,2011.0,The Paris Wife,3.79,3575,12959,53900,89887,47269
862041,J.K. Rowling,1998.0,Complete Harry Potter Boxed Set,4.74,1105,1285,7020,30666,164049
16248068,Kiera Cass,2013.0,The Elite,4.02,4780,15546,53644,91201,104645
119073,"Umberto Eco, William Weaver, Seán Barrett",1980.0,Il nome della rosa,4.11,4575,10031,36282,79311,94775
46799,"Beatrice Sparks, Anonymous",1971.0,Go Ask Alice,3.77,7940,18269,51957,63188,64200
310612,"John Kennedy Toole, Walker Percy",1980.0,A Confederacy of Dunces,3.89,10993,15078,31369,54306,73645
92303,Oscar Wilde,1895.0,The Importance of Being Earnest,4.17,2127,7457,38513,85492,98667
12127750,Rick Riordan,2012.0,The Mark of Athena,4.47,2771,4480,26318,77876,182141
34497,Terry Pratchett,1983.0,The Colour of Magic,3.97,3601,11554,50463,81295,78701
4929,"Haruki Murakami, Philip Gabriel",2002.0,海辺のカフカ [Umibe no Kafuka],4.13,2593,7557,30809,75564,78842
28877,Thomas Harris,1981.0,Red Dragon,4.01,3012,7790,43235,80662,70734
41804,Isaac Asimov,1950.0,"I, Robot",4.17,1221,5332,35107,82535,86024
42899,J.R. Ward,2005.0,Dark Lover,4.21,6659,10012,33160,64879,123923
7791997,Becca Fitzpatrick,2010.0,Crescendo,4.07,5296,13835,43129,68217,103563
6482837,Lauren Oliver,2010.0,Before I Fall,3.92,6283,15320,50933,79050,80973
9777,Arundhati Roy,1997.0,The God of Small Things,3.91,5833,12631,37349,61880,64434
18079776,Sue Monk Kidd,2014.0,The Invention of Wings,4.23,1466,4021,25745,80524,82018
6469165,Liane Moriarty,2009.0,What Alice Forgot,4.05,1599,6071,38562,93941,65605
3869,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987.0,A Brief History of Time: From the Big Bang to Black Holes,4.12,2487,6028,30632,70364,71899
7315573,Ken Follett,2010.0,Fall of Giants,4.26,2009,5158,24893,68375,90043
6320534,Stephen King,2009.0,Under the Dome,3.89,4863,12998,44938,74323,64200
830,Neal Stephenson,1992.0,Snow Crash,4.02,7982,10158,29605,61336,78211
51738,Sarah Dessen,2006.0,Just Listen,4.06,3665,10143,40684,68323,85115
99107,"A.A. Milne, Ernest H. Shepard",1926.0,Winnie-the-Pooh,4.34,2636,5254,28148,60427,118748
9736930,S.J. Watson,2011.0,Before I Go to Sleep,3.87,3703,12436,51695,84940,60362
102868,Arthur Conan Doyle,1887.0,A Study in Scarlet,4.15,2318,5550,38107,85345,88795
2248573,Christopher Paolini,2008.0,Brisingr,4.03,4273,13094,44147,75689,89738
56495,Rick Warren,2002.0,The Purpose Driven Life: What on Earth am I Here For?,3.9,9635,13051,34305,48395,71077
676924,"P.C. Cast, Kristin Cast",2007.0,Betrayed: a House of Night Novel,3.93,6222,15443,47467,62243,81886
47212,Jim Butcher,2000.0,Storm Front,4.02,3325,9842,45940,80371,79964
50398,"Jane Austen, Alfred MacAdam",1817.0,Northanger Abbey,3.8,4132,15938,65157,84363,62709
16101128,Rick Yancey,2013.0,The 5th Wave,4.1,6176,13097,47631,98816,121820
10920,Charles Frazier,1997.0,Cold Mountain,3.83,6078,14021,43914,68143,57981
767680,"Laura Joffe Numeroff, Felicia Bond",1985.0,If You Give a Mouse a Cookie,4.24,3208,7772,32336,50573,104889
42155,Emily Giffin,2005.0,Something Blue,3.92,2164,9144,44161,68226,54834
12220,Tennessee Williams,1947.0,A Streetcar Named Desire,3.97,3436,11347,45238,74929,72033
10692,Elizabeth Kostova,2005.0,The Historian,3.77,8554,18768,48197,68781,63229
20170404,Emily St. John Mandel,2014.0,Station Eleven,4.02,4039,8449,33537,77755,65600
18774964,"Fredrik Backman, Henning Koch",2012.0,En man som heter Ove,4.35,2589,5734,25138,81377,128602
18335634,Cassandra Clare,2013.0,Clockwork Princess,4.59,1935,3804,16964,49313,175968
1078,Pearl S. Buck,1931.0,The Good Earth,3.97,5262,11487,38413,67056,71187
2784,John Berger,1972.0,Ways of Seeing,3.75,13276,13342,32193,39251,58797
5364,Diana Gabaldon,1992.0,Dragonfly in Amber,4.31,1200,4958,27491,70976,106364
1923820,Anonymous,1611.0,,4.43,10011,6802,11712,14338,128731
14758,Jennifer Weiner,2002.0,In Her Shoes,3.78,3345,11596,50482,64358,44557
659469,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989.0,The Hobbit,4.48,991,2180,14437,43107,98720
297673,Junot Díaz,2007.0,The Brief Wondrous Life of Oscar Wao,3.89,5212,12924,37298,67080,58610
37415,Zora Neale Hurston,1937.0,Their Eyes Were Watching God,3.87,5743,14231,44676,69779,63835
41899,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001.0,Fantastic Beasts and Where to Find Them,3.95,2847,13155,52573,64027,76863
17851885,"Malala Yousafzai, Christina Lamb",2012.0,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,4.06,7433,9470,38518,77944,94485
45032,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814.0,Mansfield Park,3.84,4183,14784,59163,82001,64336
4069,Viktor E. Frankl,1946.0,…trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager,4.33,2161,4948,23224,59644,103774
237209,Tana French,2007.0,In the Woods,3.74,6553,15636,51430,77182,50920
14743,Richard Dawkins,2006.0,The God Delusion,3.89,9571,11019,31723,60769,63692
8492825,Gayle Forman,2011.0,Where She Went,4.06,2856,10629,43007,76839,85031
7069,John Irving,1978.0,The World According to Garp,4.07,3098,7716,31528,67942,68794
78129,Lee Child,1997.0,Killing Floor,4.04,2652,7160,35471,71953,65467
2932,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719.0,"The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner",3.66,6429,18126,58497,67140,46673
28862,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513.0,Il Principe,3.78,4222,14222,49930,63294,50312
18122,Philip Pullman,2000.0,The Amber Spyglass,4.06,4739,11883,39131,70648,91209
43889,Terry Goodkind,1994.0,Wizard's First Rule,4.13,6176,9386,27430,55921,89246
6837103,Kathleen Grissom,2010.0,The Kitchen House,4.18,1830,5689,26149,71058,74551
5113,J.D. Salinger,1961.0,Franny and Zooey,3.98,2841,9398,34950,56515,58993
29059,Chuck Palahniuk,2001.0,Choke,3.69,4541,13841,46314,60868,37399
4934,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880.0,Братья Карамазовы,4.3,2339,5887,22752,51450,95707
307791,Jeanne DuPrau,2003.0,The City of Ember,3.85,3684,13227,53014,74561,59599
7670,Michael Crichton,1969.0,The Andromeda Strain,3.87,1599,9379,48894,69876,49169
11566,Stephen King,1996.0,The Green Mile,4.42,725,3044,19770,59813,107757
2547,Kahlil Gibran,1923.0,The Prophet,4.22,2748,6601,24667,47472,83064
15196,Art Spiegelman,1985.0,Maus: A Survivor's Tale : My Father Bleeds History,4.35,2822,4801,21104,56900,105988
2866718,"P.C. Cast, Kristin Cast",2008.0,Untamed: A House of Night Novel,3.95,5701,13859,43080,56984,78726
7967,Orson Scott Card,1986.0,Speaker for the Dead,4.04,1855,8031,36323,70924,65631
11138,C.S. Lewis,1952.0,Mere Christianity,4.31,4215,6220,23223,54958,109817
